_id,name,category,price,stock
5446,School,Clothing,150.43,898
5447,Again,Home,25.83,32
5448,Gas,Electronics,233.57,703
5449,Over,Accessories,406.25,660
5450,Arm,Clothing,15.84,389
5451,Hair,Home,368.28,654
5452,Husband,Beauty,246.03,746
5453,Form,Accessories,8.67,258
5454,Range,Home,129.73,912
5455,Fight,Home,40.49,757
5456,Animal,Home,82.29,544
5457,Conference,Electronics,93.72,150
5458,Member,Home,200.5,988
5459,Opportunity,Home,32.55,304
5460,His,Electronics,424.08,98
5461,Administration,Accessories,152.78,826
5462,Scientist,Beauty,220.51,671
5463,Thing,Accessories,329.82,258
5464,Share,Accessories,108.25,0
5465,Street,Home,126.81,135
5466,Crime,Home,8.28,462
5467,Poor,Electronics,199.43,237
5468,Physical,Beauty,39.42,227
5469,Author,Electronics,309.93,916
5470,Yet,Beauty,372.69,495
5471,Woman,Home,498.16,945
5472,Green,Clothing,354.37,740
5473,Represent,Home,204.98,691
5474,Girl,Clothing,274.47,144
5475,Paper,Clothing,147.45,883
5476,Middle,Beauty,179.13,980
5477,Population,Accessories,88.82,553
5478,Child,Electronics,466.56,899
5479,Red,Beauty,467.37,945
5480,Carry,Beauty,207.55,844
5481,As,Home,345.21,503
5482,Form,Clothing,410.12,516
5483,Take,Electronics,25.28,911
5484,Family,Beauty,84,958
5485,Section,Beauty,243.58,583
5486,Charge,Clothing,352.94,745
5487,Herself,Clothing,189.04,388
5488,Nature,Electronics,470.72,694
5489,Ability,Electronics,15.23,371
5490,Admit,Clothing,176.51,301
5491,Whether,Electronics,370.14,82
5492,Usually,Beauty,370.01,468
5493,Yourself,Accessories,236.52,85
5494,Trip,Electronics,303,594
5495,Price,Accessories,286.46,378
5496,Sometimes,Home,216.52,905
5497,Strategy,Accessories,60.5,225
5498,Example,Home,269.96,27
5499,Chance,Beauty,381.32,267
5500,Subject,Electronics,465.82,919
5501,Arrive,Accessories,129.37,559
5502,Central,Home,109,343
5503,Financial,Clothing,185.39,604
5504,Dinner,Electronics,185.35,171
5505,Once,Electronics,83.61,105
5506,Top,Accessories,338.71,765
5507,Interest,Clothing,33.58,938
5508,People,Accessories,112.86,378
5509,Once,Electronics,344.06,69
5510,Material,Home,18.14,492
5511,Art,Beauty,495.58,15
5512,Age,Clothing,364.81,217
5513,Actually,Home,113.42,993
5514,After,Accessories,30.44,120
5515,Benefit,Home,146.48,31
5516,Camera,Electronics,379.75,37
5517,Cover,Electronics,222.94,372
5518,Kitchen,Accessories,273.79,797
5519,Write,Home,109.9,112
5520,Accept,Electronics,219.24,386
5521,National,Beauty,298.41,93
5522,Figure,Electronics,123.66,741
5523,Table,Electronics,236.02,746
5524,Security,Home,261.48,660
5525,Whose,Electronics,145.48,941
5526,Street,Electronics,263.94,98
5527,Share,Clothing,426.39,454
5528,Class,Electronics,120.3,965
5529,Consumer,Home,256.56,97
5530,Detail,Clothing,454.95,491
5531,Bit,Beauty,468.53,143
5532,Party,Beauty,198.8,549
5533,System,Clothing,234.62,585
5534,Push,Home,274.55,536
5535,Work,Accessories,121.61,933
5536,Clearly,Home,17.73,783
5537,Might,Beauty,374.65,413
5538,Red,Accessories,151.44,198
5539,Population,Accessories,300.47,927
5540,Key,Clothing,142.99,356
5541,Benefit,Home,426.27,565
5542,Recently,Clothing,300.11,599
5543,Character,Electronics,51.7,841
5544,Always,Clothing,84.42,84
5545,Career,Accessories,386.81,816
5546,Research,Electronics,221.8,442
5547,Fear,Accessories,78.45,843
5548,Dark,Clothing,156.8,468
5549,Between,Accessories,265.16,91
5550,Fall,Beauty,452.77,253
5551,Large,Home,349.59,700
5552,Green,Home,101.63,508
5553,Republican,Beauty,390.72,577
5554,Far,Electronics,436.41,821
5555,Inside,Clothing,349.5,179
5556,Tell,Clothing,191.87,82
5557,Necessary,Accessories,146.38,404
5558,Perhaps,Electronics,121.89,676
5559,Everyone,Accessories,490.57,76
5560,Very,Beauty,436.42,220
5561,Both,Beauty,373.24,664
5562,Edge,Home,184.71,343
5563,Attack,Accessories,16.7,354
5564,Pretty,Beauty,237.68,750
5565,Into,Home,119.64,723
5566,Throw,Clothing,199.08,19
5567,Shake,Electronics,475.13,402
5568,Expert,Electronics,214.74,335
5569,Large,Home,14.66,343
5570,Speak,Beauty,437.71,716
5571,Hundred,Home,174.67,890
5572,Certain,Electronics,444.64,473
5573,Near,Accessories,192.6,392
5574,Him,Beauty,351.79,659
5575,Together,Accessories,119.7,538
5576,Office,Beauty,287.3,115
5577,Real,Electronics,465.32,822
5578,Course,Clothing,313.91,175
5579,Which,Electronics,379.73,702
5580,We,Clothing,310.4,529
5581,Quickly,Clothing,413.4,321
5582,Stuff,Home,350.86,570
5583,Better,Accessories,96.32,815
5584,Television,Home,233.2,882
5585,He,Accessories,141.68,584
5586,Bed,Electronics,119.53,762
5587,Outside,Accessories,381.95,5
5588,Image,Electronics,118.55,361
5589,Authority,Home,10.61,364
5590,Form,Beauty,374.01,994
5591,Would,Electronics,227.77,380
5592,Marriage,Beauty,384.93,415
5593,Have,Home,19.26,634
5594,Owner,Home,470.43,906
5595,Stay,Clothing,185.27,197
5596,Natural,Beauty,180.38,577
5597,Unit,Beauty,67.21,895
5598,End,Electronics,416.53,16
5599,Simply,Electronics,9.42,861
5600,Sometimes,Home,135.98,201
5601,Keep,Home,356.75,310
5602,Result,Beauty,408.11,862
5603,Strategy,Beauty,136.19,505
5604,Benefit,Clothing,227.3,713
5605,Hold,Beauty,473.47,162
5606,Together,Clothing,154.87,398
5607,Expert,Accessories,473.54,69
5608,Significant,Electronics,348.14,578
5609,Kind,Beauty,301.03,539
5610,Option,Home,129.99,927
5611,Sea,Accessories,420.45,966
5612,Manager,Home,446.26,403
5613,Police,Electronics,263.22,906
5614,However,Home,196.67,808
5615,Front,Beauty,148.97,943
5616,Student,Home,355.64,921
5617,Each,Accessories,233.88,376
5618,Accept,Clothing,72.3,322
5619,Policy,Home,73.89,369
5620,Sell,Beauty,293.94,735
5621,Culture,Electronics,70.39,636
5622,Recognize,Clothing,316.5,647
5623,Lay,Clothing,66.37,588
5624,Lose,Home,63.19,13
5625,Cold,Home,268.54,683
5626,Service,Beauty,83.12,776
5627,Leg,Clothing,442.08,462
5628,Training,Beauty,232.04,589
5629,Somebody,Electronics,179.2,591
5630,Again,Clothing,470.62,859
5631,Daughter,Accessories,297.26,130
5632,Whole,Electronics,260.88,649
5633,Fight,Beauty,48.7,622
5634,Coach,Home,91.41,704
5635,Fill,Clothing,297.54,198
5636,Cost,Home,171.46,447
5637,Market,Accessories,421.65,319
5638,Green,Clothing,111.7,251
5639,North,Electronics,159.27,269
5640,Painting,Home,400.42,364
5641,Low,Clothing,246.42,424
5642,Run,Home,486.51,779
5643,Put,Accessories,374.48,170
5644,Concern,Electronics,258.37,853
5645,Run,Electronics,123.5,843
5646,Accept,Accessories,434.43,792
5647,Technology,Accessories,494.52,472
5648,Woman,Clothing,79.47,98
5649,Explain,Beauty,173.12,602
5650,Our,Beauty,339.79,739
5651,Language,Accessories,167.75,794
5652,Just,Electronics,326.02,341
5653,Wish,Home,122.28,736
5654,Game,Electronics,277.93,777
5655,Little,Home,438.76,181
5656,Audience,Clothing,194.73,608
5657,Debate,Clothing,436.47,795
5658,Same,Beauty,162.03,368
5659,Beautiful,Home,41.41,995
5660,Find,Electronics,49.9,985
5661,Paper,Clothing,18.22,952
5662,Operation,Electronics,96.95,652
5663,Fill,Clothing,14.07,297
5664,Expect,Electronics,218.52,397
5665,Box,Electronics,414.27,304
5666,Example,Clothing,90.31,384
5667,Over,Electronics,384.39,511
5668,Reality,Home,75.51,161
5669,Action,Electronics,19.99,14
5670,Charge,Beauty,474.73,775
5671,Federal,Accessories,59.91,193
5672,Spring,Clothing,494.23,290
5673,At,Accessories,456.41,574
5674,Check,Beauty,366.24,927
5675,Lot,Accessories,209.54,553
5676,For,Clothing,29.27,36
5677,Join,Beauty,98.82,251
5678,Eat,Clothing,100.62,954
5679,Health,Beauty,354.57,462
5680,Begin,Clothing,353.55,660
5681,Table,Beauty,353.01,940
5682,Listen,Beauty,94.14,927
5683,Table,Clothing,242.77,95
5684,Top,Accessories,272.57,615
5685,Player,Clothing,248.77,49
5686,Fine,Beauty,128.14,810
5687,Even,Home,84.97,237
5688,My,Home,54.38,881
5689,Dog,Electronics,341.79,843
5690,Throw,Electronics,186.76,121
5691,Nice,Accessories,290.17,476
5692,Turn,Accessories,133.37,507
5693,Owner,Accessories,402.6,393
5694,Attorney,Home,458.21,472
5695,Soldier,Clothing,419.37,131
5696,Fill,Home,54.11,861
5697,Five,Accessories,452.24,859
5698,Carry,Home,333.21,912
5699,Eight,Home,439.01,516
5700,Determine,Home,76.19,330
5701,Or,Electronics,32.43,566
5702,Almost,Accessories,173.73,89
5703,Present,Clothing,187.06,290
5704,Article,Clothing,381.15,448
5705,Why,Home,295.67,10
5706,Single,Electronics,30.32,876
5707,Position,Beauty,109.7,854
5708,Pm,Electronics,318.08,361
5709,Member,Home,222.84,958
5710,See,Beauty,190.26,716
5711,Behavior,Clothing,178.75,209
5712,Opportunity,Home,311.9,911
5713,Coach,Beauty,155.23,1
5714,Front,Clothing,486.54,160
5715,Region,Beauty,9.17,10
5716,Trip,Clothing,325.4,961
5717,Education,Clothing,406.3,849
5718,Rich,Accessories,98.16,500
5719,Along,Accessories,306.45,26
5720,Back,Accessories,393.49,464
5721,Bit,Home,170.7,120
5722,Impact,Home,307.3,84
5723,Future,Electronics,99.65,758
5724,Marriage,Clothing,15.5,337
5725,Agency,Beauty,209.26,418
5726,Work,Beauty,348.4,839
5727,Population,Clothing,158.61,376
5728,Sign,Home,300.06,628
5729,Yard,Clothing,52.17,595
5730,Leg,Beauty,487.38,570
5731,Worry,Electronics,468.71,706
5732,Picture,Accessories,107.9,679
5733,Thousand,Accessories,338.93,607
5734,Name,Home,11.7,435
5735,Condition,Accessories,85.01,251
5736,Environmental,Electronics,383.61,805
5737,Against,Home,446.27,953
5738,Without,Electronics,165.97,730
5739,International,Electronics,438.08,519
5740,Result,Electronics,316.35,387
5741,Bring,Beauty,358.03,650
5742,Single,Electronics,79.11,702
5743,Power,Electronics,434.48,264
5744,Power,Electronics,345,851
5745,Church,Clothing,332.14,432
5746,Everyone,Electronics,281.72,105
5747,Maybe,Accessories,194.38,71
5748,Executive,Beauty,325.27,610
5749,International,Clothing,399.38,993
5750,Forget,Beauty,495.91,24
5751,Poor,Home,309.89,732
5752,Fire,Clothing,58.04,779
5753,Magazine,Beauty,440.94,628
5754,Mention,Electronics,6.74,782
5755,Morning,Home,257.69,856
5756,Feeling,Home,313.89,972
5757,Drive,Home,226.26,61
5758,Consumer,Beauty,320.46,410
5759,Enjoy,Beauty,435.43,421
5760,Many,Accessories,298.38,12
5761,Rock,Home,320.8,569
5762,Two,Accessories,491.58,610
5763,Fire,Accessories,316.84,370
5764,Lead,Clothing,426.17,839
5765,Safe,Electronics,55.82,920
5766,Conference,Home,460.46,535
5767,Show,Electronics,84.84,923
5768,Determine,Home,363.01,887
5769,Imagine,Home,465.52,244
5770,Now,Accessories,203.52,567
5771,Door,Home,399.78,107
5772,I,Electronics,472.22,889
5773,Detail,Home,191.98,260
5774,Company,Beauty,103.59,261
5775,Somebody,Accessories,103.78,342
5776,Age,Accessories,32.18,561
5777,Policy,Electronics,260.34,715
5778,While,Beauty,48.16,421
5779,Special,Accessories,279.6,323
5780,Economy,Home,360.52,71
5781,Among,Beauty,452.05,806
5782,Others,Home,148.55,511
5783,Measure,Home,459.59,201
5784,Team,Beauty,270.21,827
5785,Player,Home,326.21,333
5786,Tax,Home,311.31,494
5787,First,Electronics,240.05,907
5788,Country,Accessories,204.7,747
5789,Yeah,Electronics,420.73,331
5790,Close,Electronics,99.94,676
5791,Until,Beauty,368.7,340
5792,Democratic,Misc,172.21,692
5793,Just,Accessories,63.85,471
5794,Computer,Beauty,178.54,378
5795,Whom,Beauty,126.34,404
5796,Law,Electronics,228.71,664
5797,Interesting,Home,273.57,244
5798,Close,Clothing,14.11,623
5799,Too,Home,108.58,397
5800,Affect,Beauty,140.11,673
5801,Become,Accessories,254.15,129
5802,Ever,Electronics,299.93,131
5803,Network,Clothing,189.68,7
5804,Bank,Clothing,167.65,1
5805,Fund,Beauty,453.37,451
5806,Bar,Accessories,396.16,935
5807,Movie,Beauty,307.81,629
5808,Good,Beauty,478.32,423
5809,Power,Beauty,219.93,487
5810,Hope,Beauty,39.53,131
5811,Doctor,Electronics,101.46,35
5812,One,Home,444.4,804
5813,Idea,Home,489.64,209
5814,Appear,Beauty,211.9,734
5815,Military,Clothing,61.8,899
5816,Position,Beauty,58.73,953
5817,Business,Electronics,44.3,933
5818,Provide,Beauty,62.41,169
5819,Item,Electronics,290.36,193
5820,Industry,Clothing,27.36,0
5821,Land,Electronics,299.1,262
5822,Nature,Beauty,408.54,50
5823,Anything,Home,167.29,3
5824,Respond,Home,467.95,324
5825,Would,Clothing,230.91,644
5826,Would,Clothing,102.97,829
5827,Increase,Accessories,293.12,684
5828,Production,Accessories,295.67,632
5829,Magazine,Electronics,102.67,143
5830,Allow,Home,479.98,182
5831,Throughout,Accessories,291.18,33
5832,Movement,Home,296.37,629
5833,Old,Home,348.8,796
5834,Difference,Electronics,182.63,8
5835,Cultural,Beauty,151.05,86
5836,Son,Beauty,473.59,646
5837,Everything,Beauty,185.03,431
5838,Item,Clothing,252.3,737
5839,Effort,Home,416.74,8
5840,Computer,Clothing,69.84,186
5841,Return,Clothing,181.98,808
5842,From,Clothing,308.94,313
5843,Mrs,Home,302.32,679
5844,Pattern,Beauty,386.87,293
5845,Our,Beauty,174.1,344
5846,Everyone,Electronics,390.73,608
5847,Amount,Home,165.26,904
5848,Most,Electronics,373.32,178
5849,Them,Home,349.3,744
5850,Least,Clothing,361.07,856
5851,Modern,Clothing,114.89,741
5852,Mention,Home,228.51,222
5853,Significant,Misc,463.3,745
5854,Live,Electronics,450.36,556
5855,Enjoy,Beauty,35,281
5856,Participant,Home,143,934
5857,Help,Home,403.6,319
5858,Food,Clothing,420.78,256
5859,Town,Electronics,8.41,463
5860,Which,Electronics,477.67,625
5861,Dark,Misc,117.26,646
5862,Beat,Accessories,137.13,85
5863,Scientist,Clothing,455.19,596
5864,He,Home,473.72,950
5865,Year,Home,93.11,909
5866,Although,Home,445.48,945
5867,Increase,Home,483.32,46
5868,Statement,Home,321.98,837
5869,Newspaper,Accessories,172.25,908
5870,Security,Electronics,173.94,738
5871,Strong,Beauty,339.66,102
5872,Off,Home,481.98,185
5873,Item,Electronics,5.52,638
5874,Much,Electronics,229.66,580
5875,Sound,Accessories,307.83,663
5876,Kid,Beauty,13.74,703
5877,Training,Clothing,137.1,930
5878,Nearly,Clothing,406.47,988
5879,Budget,Beauty,296.5,549
5880,Reduce,Home,423.73,172
5881,Various,Clothing,286.48,549
5882,Full,Home,229.66,740
5883,Area,Home,138.74,61
5884,Choose,Beauty,261.52,235
5885,Research,Clothing,320.57,560
5886,Window,Accessories,449.96,15
5887,Officer,Clothing,253.29,799
5888,Well,Electronics,468.91,81
5889,Figure,Electronics,46.69,341
5890,Wide,Accessories,30.44,502
5891,Wish,Clothing,277.93,710
5892,Modern,Electronics,332.97,748
5893,Agreement,Home,268.67,292
5894,Perhaps,Clothing,306.35,772
5895,Appear,Clothing,280.67,519
5896,Laugh,Accessories,255.45,367
5897,Big,Home,387.03,733
5898,Half,Beauty,485.7,904
5899,Impact,Home,264.79,335
5900,Probably,Beauty,261.78,130
5901,About,Beauty,340.89,582
5902,Shoulder,Accessories,442.88,896
5903,Television,Accessories,190.84,705
5904,Into,Beauty,459.22,341
5905,Stock,Clothing,490.81,9
5906,Can,Electronics,273.87,367
5907,Prepare,Clothing,295.66,572
5908,Ahead,Home,306.42,678
5909,Real,Clothing,282.32,225
5910,Industry,Accessories,202.04,42
5911,Window,Home,267.4,472
5912,Business,Accessories,107.96,570
5913,See,Electronics,188.75,923
5914,Wait,Beauty,319.19,823
5915,Couple,Electronics,6.65,355
5916,Red,Beauty,428.95,43
5917,Nice,Electronics,275.94,384
5918,Lose,Electronics,40.39,913
5919,Perhaps,Accessories,110.24,518
5920,Reduce,Accessories,293.66,123
5921,Save,Electronics,178.24,888
5922,Go,Home,288.43,264
5923,Be,Electronics,34.79,400
5924,Let,Home,203.37,627
5925,Report,Clothing,57.34,474
5926,Team,Clothing,310.99,525
5927,Phone,Electronics,85.3,21
5928,Draw,Home,16.26,540
5929,Night,Accessories,170.81,634
5930,Special,Beauty,242.1,542
5931,Newspaper,Clothing,263.22,526
5932,Opportunity,Accessories,357.83,949
5933,Data,Clothing,215.28,702
5934,Process,Electronics,214.92,496
5935,This,Clothing,246.67,47
5936,Significant,Clothing,140.59,320
5937,Opportunity,Clothing,88.91,453
5938,Another,Accessories,213.13,371
5939,Way,Accessories,391.59,809
5940,Month,Beauty,210.54,173
5941,Including,Clothing,261.13,216
5942,Ground,Beauty,441.93,179
5943,Effort,Home,491.88,56
5944,Phone,Clothing,212.66,147
5945,Woman,Electronics,165.84,333
5946,Care,Home,172.71,309
5947,Try,Electronics,149.29,289
5948,List,Accessories,448.15,122
5949,Ability,Home,384.02,824
5950,Treat,Electronics,165.92,973
5951,Win,Beauty,25.74,301
5952,Us,Clothing,370.99,837
5953,Force,Clothing,144.11,15
5954,Consider,Beauty,313.21,920
5955,Picture,Home,400.42,811
5956,Customer,Clothing,129.34,749
5957,Whether,Electronics,163.85,736
5958,Service,Clothing,462.32,504
5959,Mother,Clothing,360.3,162
5960,Scene,Electronics,143.62,352
5961,Enjoy,Accessories,97.24,398
5962,History,Accessories,456.12,319
5963,Perform,Clothing,451.61,175
5964,Pull,Clothing,448.03,167
5965,Interest,Accessories,377.1,290
5966,Impact,Electronics,238.9,357
5967,Why,Home,233.68,998
5968,Stuff,Accessories,341.65,441
5969,Leader,Accessories,353.16,808
5970,Coach,Clothing,482.13,644
5971,Agent,Home,253.23,274
5972,Out,Beauty,498.33,24
5973,Fly,Accessories,129.64,180
5974,Scene,Accessories,158.73,696
5975,Instead,Clothing,195.64,457
5976,Clear,Home,368.35,593
5977,Morning,Electronics,457.98,432
5978,Throughout,Beauty,313.75,696
5979,Road,Electronics,241.01,145
5980,Eight,Clothing,276.77,989
5981,Consider,Accessories,68.53,504
5982,Should,Electronics,359.13,696
5983,Dog,Clothing,269.93,660
5984,For,Clothing,211.71,799
5985,Few,Electronics,59.66,506
5986,City,Accessories,38.04,444
5987,Gas,Beauty,120.37,194
5988,Cup,Accessories,258.52,615
5989,Line,Accessories,423.9,886
5990,Last,Accessories,107.16,794
5991,Age,Beauty,48.4,920
5992,Perhaps,Electronics,53.23,955
5993,Receive,Clothing,383.45,511
5994,Television,Accessories,365.33,282
5995,Music,Accessories,188.57,993
5996,Order,Clothing,357.83,303
5997,Detail,Home,149.47,435
5998,Use,Clothing,199.97,799
5999,Center,Home,247.61,727
6000,Together,Beauty,286.27,5
6001,Argue,Accessories,488.38,395
6002,Often,Accessories,47.74,368
6003,Before,Beauty,463.32,828
6004,Career,Electronics,43.17,63
6005,Military,Home,384.74,624
6006,Class,Electronics,446.38,589
6007,Positive,Home,58.54,937
6008,Drug,Accessories,114.29,290
6009,Cold,Electronics,325,986
6010,Difficult,Accessories,223.56,833
6011,Group,Home,124.75,864
6012,Peace,Electronics,183.32,953
6013,Level,Home,204.89,842
6014,Smile,Clothing,402.41,369
6015,Wide,Home,36.55,378
6016,Figure,Electronics,118.59,271
6017,Sign,Electronics,216.72,431
6018,Agree,Beauty,449.89,746
6019,Wish,Accessories,122.4,447
6020,Community,Electronics,359.54,547
6021,Career,Electronics,138.77,412
6022,Station,Home,245.17,566
6023,Pm,Home,247.48,699
6024,Material,Clothing,56.62,526
6025,Forget,Clothing,104.44,130
6026,Oil,Home,460.95,692
6027,Day,Electronics,201.98,225
6028,Natural,Accessories,173.14,113
6029,Young,Home,219.09,881
6030,Skin,Accessories,291.89,483
6031,Generation,Home,442.56,833
6032,Result,Beauty,25.65,161
6033,Congress,Beauty,65.03,374
6034,Arm,Clothing,161.91,998
6035,Maintain,Home,468.29,532
6036,Speak,Accessories,330.9,608
6037,Congress,Accessories,36.04,784
6038,Remain,Accessories,325.41,532
6039,Wind,Accessories,258.05,210
6040,Control,Accessories,187.08,1000
6041,Push,Clothing,449.7,910
6042,Heart,Clothing,169.73,155
6043,Public,Electronics,439.24,760
6044,Site,Home,22.46,876
6045,Practice,Accessories,319.93,520
6046,Month,Beauty,428.53,871
6047,Set,Electronics,378.73,962
6048,Economic,Home,406.51,678
6049,Music,Beauty,159.05,936
6050,Nor,Beauty,74.22,155
6051,Green,Electronics,490.41,56
6052,Agreement,Electronics,270.55,419
6053,Bank,Electronics,408.1,632
6054,Affect,Beauty,123.82,8
6055,Best,Home,329.8,438
6056,Involve,Accessories,464.42,414
6057,Statement,Electronics,217.1,148
6058,Break,Beauty,365.41,699
6059,Laugh,Electronics,155.35,530
6060,Account,Electronics,377.74,116
6061,Option,Home,339.13,592
6062,Issue,Accessories,275.04,233
6063,Pm,Clothing,320.22,333
6064,Thank,Home,19.21,264
6065,Probably,Accessories,284.35,474
6066,Check,Accessories,177.88,653
6067,Also,Home,206.6,824
6068,Treat,Beauty,339.2,980
6069,Fear,Beauty,159.58,465
6070,Age,Accessories,115.88,262
6071,Suggest,Beauty,140.99,51
6072,Instead,Home,356.02,437
6073,Modern,Home,421.77,932
6074,Grow,Electronics,201.13,284
6075,Move,Electronics,184.54,727
6076,Be,Accessories,485.69,210
6077,Teach,Beauty,73.8,988
6078,Plan,Clothing,268.5,390
6079,Tonight,Home,391.11,155
6080,Message,Electronics,306.34,82
6081,Air,Clothing,92.83,102
6082,Would,Home,495.02,374
6083,Who,Electronics,346.09,978
6084,Maintain,Accessories,11.23,129
6085,Black,Accessories,112.49,513
6086,Condition,Beauty,115.98,222
6087,Degree,Electronics,332.4,80
6088,Necessary,Clothing,281.58,709
6089,Catch,Electronics,157.2,521
6090,Situation,Beauty,155.47,173
6091,Anyone,Electronics,318.01,540
6092,Whole,Accessories,317.02,349
6093,Itself,Clothing,92.9,12
6094,Per,Beauty,230.89,158
6095,Project,Home,56.88,1000
6096,Stock,Electronics,73.8,542
6097,Mrs,Electronics,247.68,768
6098,Rise,Beauty,341.39,498
6099,Clear,Accessories,243.46,849
6100,Room,Clothing,28.12,69
6101,Later,Accessories,369.61,180
6102,Be,Home,278.14,423
6103,Run,Accessories,285.12,672
6104,Father,Clothing,158.63,812
6105,Realize,Clothing,247.39,811
6106,Big,Electronics,495.35,461
6107,Air,Accessories,456.31,410
6108,Little,Electronics,469.91,166
6109,Address,Beauty,315.43,304
6110,Ok,Home,245.43,231
6111,Animal,Accessories,324.83,598
6112,Like,Electronics,390.91,620
6113,Moment,Home,458.74,802
6114,Range,Electronics,288.95,12
6115,Under,Accessories,287.09,425
6116,Soldier,Home,381.26,704
6117,Term,Electronics,226.55,917
6118,Doctor,Beauty,72.01,295
6119,Buy,Clothing,378.98,938
6120,According,Beauty,215.26,966
6121,Special,Misc,420.01,468
6122,Hundred,Accessories,385.84,98
6123,Institution,Accessories,142.05,97
6124,Those,Clothing,141.75,356
6125,Treatment,Clothing,93.4,395
6126,Human,Home,12.56,964
6127,Lay,Home,116.89,665
6128,Happy,Home,115.45,286
6129,Thing,Beauty,354.9,371
6130,College,Clothing,66.3,214
6131,True,Home,413.01,426
6132,Political,Home,314.51,257
6133,Center,Beauty,116.34,877
6134,Table,Accessories,33.35,642
6135,Ever,Accessories,202.46,696
6136,Card,Accessories,191.3,151
6137,Cost,Electronics,153.96,105
6138,First,Home,405.18,188
6139,Pressure,Accessories,116.22,550
6140,Woman,Clothing,349.09,856
6141,Industry,Home,322.41,291
6142,Over,Home,252.24,509
6143,Nearly,Electronics,174.43,774
6144,Million,Clothing,254.02,790
6145,Protect,Electronics,183.55,925
6146,Address,Electronics,462.46,886
6147,Trial,Clothing,49.55,681
6148,Success,Beauty,105.92,288
6149,Beyond,Beauty,319.74,914
6150,Measure,Accessories,74.64,944
6151,Message,Clothing,122.58,852
6152,Carry,Beauty,353.48,298
6153,Authority,Accessories,77.18,494
6154,Debate,Clothing,499.77,528
6155,Just,Clothing,26.89,616
6156,Ability,Accessories,302.3,622
6157,Agreement,Home,471.86,376
6158,During,Clothing,364.66,700
6159,Myself,Home,8.29,422
6160,Their,Accessories,284.64,726
6161,First,Electronics,265.46,930
6162,Put,Electronics,296.18,704
6163,Safe,Accessories,324.9,571
6164,Word,Electronics,233.78,641
6165,Beyond,Electronics,474.74,580
6166,Religious,Accessories,473.78,559
6167,Share,Home,201.06,657
6168,Improve,Clothing,368.12,391
6169,Far,Accessories,329.18,579
6170,Thank,Beauty,24.7,631
6171,General,Electronics,27.08,31
6172,Risk,Clothing,470.38,41
6173,Someone,Electronics,348.07,12
6174,Down,Home,112.58,894
6175,Among,Beauty,229.87,729
6176,Walk,Home,487.75,929
6177,Population,Accessories,70.01,360
6178,General,Beauty,126.96,509
6179,Short,Accessories,302.6,982
6180,More,Beauty,360.28,748
6181,Her,Beauty,85.45,986
6182,Least,Electronics,387.08,633
6183,Wear,Accessories,405.66,858
6184,Pattern,Electronics,401.54,562
6185,Issue,Home,324.98,69
6186,Discuss,Accessories,313.21,998
6187,Science,Beauty,269.3,118
6188,Edge,Home,251.58,861
6189,In,Home,367.76,279
6190,Vote,Beauty,493.98,940
6191,Model,Accessories,278.3,27
6192,Officer,Home,441.35,564
6193,Art,Home,441,656
6194,Decade,Home,338.43,400
6195,Order,Accessories,56.98,342
6196,Finish,Accessories,14.96,106
6197,Book,Accessories,15.02,284
6198,Admit,Clothing,245.58,897
6199,Popular,Home,381.26,95
6200,Anything,Beauty,451.6,677
6201,Dinner,Beauty,41.18,32
6202,Management,Accessories,76.07,590
6203,Those,Beauty,175.04,445
6204,Young,Clothing,34.65,714
6205,Government,Clothing,69.48,320
6206,Response,Beauty,98.12,609
6207,Cultural,Accessories,118.76,669
6208,Professor,Accessories,62.89,512
6209,Up,Electronics,133.98,40
6210,College,Beauty,341.49,619
6211,Like,Accessories,381.89,107
6212,Hear,Accessories,453.67,213
6213,Government,Clothing,12.45,935
6214,Language,Electronics,34.77,485
6215,Figure,Beauty,14.25,461
6216,Ok,Beauty,472.48,161
6217,Soon,Electronics,316.25,715
6218,Price,Home,378.48,258
6219,Environmental,Electronics,166.97,507
6220,Special,Clothing,174.92,475
6221,Whole,Accessories,186.68,154
6222,Early,Clothing,147.56,341
6223,Me,Accessories,480.7,934
6224,Court,Home,307.36,126
6225,East,Electronics,27.22,309
6226,Short,Beauty,190.27,72
6227,Above,Electronics,276.65,45
6228,Just,Clothing,250.21,786
6229,Yes,Home,9.62,99
6230,Administration,Home,484.88,29
6231,Hard,Beauty,113.98,404
6232,Here,Beauty,206.51,577
6233,Parent,Home,220.28,787
6234,During,Electronics,454.01,715
6235,Type,Electronics,367.19,652
6236,Blue,Clothing,76.09,668
6237,Real,Accessories,352.91,573
6238,Or,Electronics,484.37,628
6239,Hour,Electronics,415.94,228
6240,Consumer,Accessories,123.47,436
6241,Home,Beauty,68.45,39
6242,Special,Accessories,65.3,130
6243,However,Beauty,6.29,659
6244,Discover,Beauty,422.07,897
6245,Force,Home,112.78,118
6246,Wife,Clothing,246.2,192
6247,Center,Home,366.79,874
6248,Reality,Home,23.93,196
6249,Main,Electronics,136.38,24
6250,Actually,Accessories,203.52,146
6251,News,Beauty,107.29,515
6252,Make,Clothing,424.37,495
6253,Character,Accessories,319.26,367
6254,While,Electronics,176.29,456
6255,Share,Electronics,497.02,590
6256,Give,Clothing,482.59,961
6257,Mother,Clothing,88.89,729
6258,Population,Accessories,391.48,786
6259,Set,Beauty,335.4,93
6260,Assume,Accessories,102.66,294
